bad,loan,mortdue,value,reason,job,yoj,derog,delinq,clage,ninq,clno,debtinc,exp,di
0,10300,46609,63812,DebtCon,Other,1,0,0,184.79,2,13,29.14,1,B
0,10300,58572,75946,DebtCon,Office,5,0,0,85.01,2,14,27.769,2,B
0,10300,,50548,HomeImp,Mgr,5,,,165.55,,9,23.886,2,A
0,10300,50714,56088,DebtCon,Office,1,0,0,163.09,1,21,37.973,1,C
0,10300,65382,73817,DebtCon,Other,1,0,0,190.65,1,17,34.193,1,B
0,10300,74624,96697,DebtCon,Office,7,0,0,217.24,3,28,41.511,2,D
0,10300,75483,99345,DebtCon,ProfEx,3,0,0,133.79,0,25,34.887,,B
0,10300,45275,62724,HomeImp,Other,11,0,1,109.32,3,34,37.292,3,C
0,10300,57676,71027,DebtCon,,19,0,0,157.52,1,11,33.992,3,B
0,10300,59340,84708,HomeImp,Other,13,0,0,222.36,1,36,34.926,3,B
0,10300,82889,97189,DebtCon,Mgr,2,0,0,82.51,2,24,39.537,1,C
0,10300,56127,72294,HomeImp,Other,28,1,3,184.35,0,24,34.634,3,B
0,10300,65876,80064,DebtCon,,3,0,0,220.83,0,15,30.633,,B
0,10300,57902,74355,HomeImp,Other,4,0,0,243.63,1,16,36.574,2,C
1,10300,39893,55000,DebtCon,Other,1.5,0,1,99.43,2,32,44,1,M
0,10300,,51053,HomeImp,Other,10,1,0,306.99,2,12,34.484,3,B
0,10300,44941,60694,DebtCon,Other,2,0,0,85.68,0,20,39.536,1,C
0,10400,63505,75811,DebtCon,Other,3,0,0,182.09,2,17,33.691,,B
0,10400,66044,83531,HomeImp,Office,12,0,0,241.51,0,31,45.57,3,E
0,10400,62442,73197,DebtCon,ProfEx,8,0,0,47.61,1,24,38.885,3,C
0,10400,63626,79477,,Other,12,0,0,260.8,0,27,27.943,3,B
0,10400,56610,86831,HomeImp,Other,19,0,0,190.08,0,28,24.603,3,B
0,10400,21235,40116,DebtCon,Other,3,,,,,,36.905,,C
0,10400,64904,76767,DebtCon,Office,11,0,0,245.02,4,37,41.424,3,D
0,10400,64336,77564,DebtCon,Office,4,2,3,188.78,2,30,39.7,2,C
0,10400,37233,52320,DebtCon,Other,15,0,0,88.68,0,11,31.056,3,B
0,10400,57816,82047,HomeImp,Other,3,0,1,176.66,0,12,30.674,,B
1,10400,51200,76125,DebtCon,Other,12,0,0,132.37,0,16,44,3,M
0,10400,39821,54040,HomeImp,Mgr,21,1,0,231.61,1,18,36.44,3,C
0,10400,78320,100017,DebtCon,Other,10,0,0,167.42,4,21,41.975,3,D
1,10400,42714,72322,DebtCon,Other,12,0,0,105.07,6,15,41.262,3,D
0,10400,45710,55299,DebtCon,Office,0,0,0,166.37,0,20,34.536,1,B
0,10400,11426,69294,DebtCon,ProfEx,20,0,1,396.93,1,11,20.292,3,A
0,10500,,53907,HomeImp,Other,10,0,0,308.21,2,13,34.409,3,B
0,10500,60145,63268,HomeImp,Other,4,0,0,122.5,0,34,36.737,2,C
0,10500,64295,73594,DebtCon,,19,0,0,157.25,0,11,33.556,3,B
0,10500,154434,179486,HomeImp,Office,5,0,0,182.35,1,55,34.983,2,B
0,10500,64331,65040,HomeImp,Other,4,0,0,66.54,1,20,42.332,2,D
0,10500,,73388,HomeImp,Other,,0,0,367.23,0,7,36.842,1,C
0,10500,13694,87580,DebtCon,Other,8,0,0,258.55,0,14,20.26,3,A
0,10500,26000,39000,DebtCon,Other,9,,1,152.23,7,29,44,3,M
0,10500,88829,114962,DebtCon,Other,13,0,0,206.21,3,15,37.865,3,C
0,10500,53537,66674,DebtCon,Office,4,0,0,83.5,2,11,37.098,2,C
0,10500,41467,58329,DebtCon,Mgr,2,0,0,187.71,0,22,27.861,1,B
1,10500,57880,66802,DebtCon,Other,2,0,0,94.6,8,21,45.465,1,E
0,10500,63130,71387,DebtCon,Other,3,0,2,305.56,0,10,32.178,,B
0,10500,57372,67960,DebtCon,ProfEx,1.5,0,0,158.27,2,35,44,1,M
1,10500,,18600,HomeImp,Other,24,,,,,,44,3,M
0,10500,74000,89000,DebtCon,Mgr,6,0,0,138.03,2,27,44,2,M
1,10500,41500,56247,DebtCon,Other,8,0,1,70.03,2,24,44,3,M
0,10500,30922,57682,,Other,30,0,0,241.46,0,19,23.237,3,A
0,10500,69656,88198,DebtCon,Office,15,0,0,97.32,0,8,27.322,3,B
1,10500,89000,268000,HomeImp,ProfEx,,4,,120.8,2,15,44,1,M
0,10500,42003,53754,DebtCon,Other,16,0,0,84.55,0,12,32.343,3,B
0,10500,76729,102287,HomeImp,ProfEx,5,0,0,89.06,1,33,38.448,2,C
0,10500,74814,98132,HomeImp,ProfEx,8,0,0,164.33,0,34,32.375,3,B
1,10500,55267,65160,DebtCon,Other,1,0,0,108.28,8,22,47.079,1,E
0,10500,47483,53877,DebtCon,,9,0,0,117.05,0,26,21.446,3,A
0,10500,34044,55784,DebtCon,Other,10,0,0,245.13,1,32,36.35,3,C
0,10500,12630,32220,,,,,,,,,34.346,1,B
0,10500,27180,86978,HomeImp,ProfEx,22,0,0,230.72,0,10,25.753,3,B
0,10600,47701,66500,DebtCon,Other,10,0,0,103.01,0,23,37.31,3,C
0,10600,37742,64334,DebtCon,Mgr,,,,,,,37.541,1,C
0,10600,80386,106526,HomeImp,ProfEx,1,0,0,64.07,1,19,34.105,1,B
0,10600,31216,44716,DebtCon,Other,8,,1,149.19,6,29,37.882,3,C
0,10600,82894,124359,HomeImp,Other,7,,,,,,40.326,2,C
0,10600,54344,92742,HomeImp,Other,19,0,0,171.21,0,28,24.553,3,B
0,10600,39061,50225,DebtCon,Other,15,0,0,77.11,0,12,32.587,3,B
1,10600,61294,82646,DebtCon,ProfEx,5,0,4,87.86,2,13,36.395,2,C
0,10600,46589,64559,HomeImp,Other,8,0,0,85.23,2,33,40.451,3,C
0,10600,28264,86546,HomeImp,ProfEx,20,0,0,244.14,0,11,24.202,3,B
0,10600,44696,57686,DebtCon,Office,0,0,0,170.34,0,20,37.793,1,C
0,10600,61513,73143,DebtCon,ProfEx,2,0,0,164.57,2,34,43.205,1,E
0,10600,82365,100272,DebtCon,ProfEx,3,1,0,122.48,0,26,33.652,,B
0,10600,81151,200459,HomeImp,Self,14,0,0,9.53,,7,21.223,3,A
0,10600,62909,81411,HomeImp,Other,15,0,0,238.31,1,35,34.68,3,B
1,10600,53200,71000,DebtCon,ProfEx,2,0,0,224.23,5,39,44,1,M
1,10600,22000,35200,DebtCon,Mgr,13,0,0,90.33,5,14,44,3,M
0,10600,56814,66692,DebtCon,Mgr,10,0,0,107.37,1,18,32.626,3,B
0,10600,136820,201820,DebtCon,ProfEx,2,0,0,68.35,1,22,38.072,1,C
0,10600,50662,62491,DebtCon,Other,0,0,0,197.71,1,13,26.252,1,B
0,10600,43676,61576,DebtCon,Other,6,0,0,84.84,1,10,30.868,2,B
0,10600,66590,77465,HomeImp,Other,1,1,0,110.77,0,6,39.736,1,C
0,10600,46972,80147,HomeImp,Office,12,3,0,244.23,2,29,32.657,3,B
0,10600,63245,82041,DebtCon,Office,3,1,3,184.57,3,29,38.219,,C
0,10600,73844,107640,HomeImp,ProfEx,3,0,0,92.98,0,34,37.319,,C
0,10600,120137,137090,DebtCon,ProfEx,17,,1,173.69,0,33,30.959,3,B
0,10600,80397,203341,HomeImp,Self,14,0,0,11.96,,7,18.732,3,A
0,10600,83217,101359,DebtCon,Mgr,1,0,0,54.75,2,24,40.76,1,C
0,10600,27666,56218,HomeImp,Other,3,0,0,249.85,0,10,39.528,,C
0,10600,64546,84576,DebtCon,Other,0,,,173.63,,35,28.972,1,B
0,10600,48018,68963,DebtCon,Mgr,2,0,0,186.76,1,16,30.656,1,B
0,10600,56352,75277,DebtCon,Office,5,0,0,98.38,2,15,26.242,2,B
0,10600,72022,82238,DebtCon,Office,5,1,2,181.77,3,30,39.594,2,C
0,10600,58701,67967,DebtCon,Mgr,10,0,0,116.53,1,19,31.54,3,B
0,10700,85198,107044,HomeImp,ProfEx,0,0,0,66.76,0,19,36.846,1,C
0,10700,56197,79272,HomeImp,Other,18,0,0,218.98,1,16,34.015,3,B
0,10700,126751,184554,DebtCon,Other,8,0,0,225.87,0,19,34.137,3,B
0,10700,48322,64383,DebtCon,Other,0,1,0,185.26,2,12,28.031,1,B
0,10700,83650,203720,HomeImp,Self,11,0,0,13.59,,8,19.588,3,A
0,10700,124330,176350,DebtCon,Other,8,0,0,222.63,1,19,33.965,3,B
0,10700,55341,78062,HomeImp,Other,3,0,1,192.6,0,12,28.829,,B
1,10700,55043,68609,DebtCon,Other,2,0,0,46.27,1,17,25.449,1,B
0,10700,73996,92766,DebtCon,Office,15,0,1,102.15,0,9,25.384,3,B
0,10700,59588,69166,HomeImp,Other,6,0,0,133.91,0,17,36.181,2,C
0,10700,49573,68125,DebtCon,Other,2,0,0,223.2,0,10,44,1,M
1,10700,122000,148000,DebtCon,ProfEx,0.7,0,0,165.33,7,29,44,1,M
1,10700,34000,49756,HomeImp,Other,0.9,1,0,230.3,8,8,44,1,M
0,10700,67523,85560,DebtCon,Sales,5,0,0,126.84,0,35,26.002,2,B
1,10700,41144,59375,DebtCon,Other,2,0,0,73.6,1,18,44,1,M
0,10700,50210,64838,HomeImp,Other,9,0,0,95.04,2,34,40.396,3,C
0,10700,54091,67661,HomeImp,Other,27,0,2,188.53,0,24,38.589,3,C
0,10700,147477,181050,HomeImp,Office,6,0,0,190.02,1,55,34.698,2,B
0,10700,115118,124198,DebtCon,Self,6,1,0,174.34,0,19,31.758,2,B
0,10700,110789,126781,DebtCon,Self,6,0,1,178.64,0,19,31.889,2,B
0,10700,51224,70399,DebtCon,Mgr,5,,,110.68,,23,42.939,2,D
0,10700,67065,96171,DebtCon,Office,9,0,0,205.01,3,28,41.587,3,D
0,10700,29569,47842,DebtCon,Other,12,,1,144.82,7,28,36.785,3,C
0,10800,199000,226000,HomeImp,ProfEx,11,0,0,236.37,0,22,44,3,M
1,10800,64305,107374,DebtCon,ProfEx,9,0,0,97.86,0,36,36.996,3,C
0,10800,98568,121994,,Office,15,0,0,270.27,0,16,33.658,3,B
0,10800,32870,61572,DebtCon,Mgr,,,,,,,38.49,1,C
1,10800,35602,73077,DebtCon,Self,,0,1,179.9,1,20,53.585,1,E
0,10800,11950,46780,HomeImp,Office,24,0,0,268.9,0,20,44,3,M
0,10800,70214,83882,DebtCon,Office,4,1,2,172.8,3,30,38.589,2,C
0,10800,49254,80527,HomeImp,Other,2,0,2,202.54,0,13,29.552,1,B
0,10800,44355,57742,HomeImp,Other,20,0,1,129.73,0,22,38.043,3,C
0,10800,125732,184667,DebtCon,Other,7,0,0,212.22,0,19,33.921,2,B
0,10800,31149,67239,DebtCon,Mgr,,,,,,,35.265,1,C
0,10800,80203,98731,DebtCon,Other,4,0,0,113.43,2,31,41.474,2,D
0,10800,64181,70996,DebtCon,Other,4,0,0,171.76,2,17,33.228,2,B
1,10800,57892,78900,DebtCon,ProfEx,15,0,3,329.17,1,14,44,3,M
0,10800,,,,,,,,,,,44,1,M
1,10800,75000,87400,HomeImp,Other,7,1,0,101.47,2,19,44,2,M
1,10800,52600,66700,DebtCon,ProfEx,2,0,0,110.57,5,26,44,1,M
0,10800,75378,86060,DebtCon,Mgr,6,0,0,102.67,0,23,30.095,2,B
0,10800,67740,108135,DebtCon,Office,11,0,0,163.27,1,12,38.383,3,C
1,10800,194485,228670,HomeImp,ProfEx,1,0,0,75.46,,4,28.37,1,B
0,10800,56477,94980,HomeImp,Other,17,0,0,179.92,0,28,25.211,3,B
0,10800,78898,86567,DebtCon,ProfEx,9,0,0,179.83,0,12,40.292,3,C
0,10800,59469,69834,DebtCon,Other,3,0,0,308.76,0,9,34.096,,B
0,10800,61791,78361,DebtCon,Office,5,0,0,94.52,2,15,28.089,2,B
1,10800,24182,39750,DebtCon,ProfEx,2,0,0,176.83,0,36,44,1,M
0,10800,,49495,HomeImp,Mgr,5,,,141.17,,8,21.08,2,A
0,10800,83441,92148,DebtCon,Mgr,5,0,0,119.15,1,26,40.979,2,C
0,10800,49953,75322,DebtCon,Other,0,0,0,58.89,8,21,23.876,1,A
0,10800,67171,82138,HomeImp,Other,2,0,0,89.12,0,6,38.803,1,C
0,10800,13365,66979,HomeImp,Other,9,2,1,346.98,1,22,16.482,3,A
0,10800,89139,122571,HomeImp,Other,8,,,,,,40.781,3,C
0,10800,42191,57224,DebtCon,Other,15,0,0,68.81,0,11,30.518,3,B
0,10800,61767,72668,DebtCon,ProfEx,15,0,0,228.99,3,32,37.914,3,C
1,10900,86754,110000,DebtCon,ProfEx,13,0,2,103.43,0,19,44,3,M
0,10900,57494,66704,DebtCon,Mgr,6,,,115.31,,24,39.511,2,C
0,10900,,76207,,,,,,,,,22.393,1,A
0,10900,49406,83074,HomeImp,Other,1,0,1,191.82,0,13,30.125,1,B
0,10900,22513,52355,HomeImp,Other,1,0,0,248.58,0,10,39.205,1,C
1,10900,,16365,HomeImp,Other,,0,0,59.55,1,2,24.196,1,B
0,10900,,66691,HomeImp,Other,,0,0,349.75,0,7,34.343,1,B
0,10900,17282,70783,DebtCon,ProfEx,19,0,1,404.9,0,11,23.61,3,A
0,10900,56793,68825,DebtCon,Other,3,0,0,225.89,0,9,34.728,,B
0,10900,25061,35792,DebtCon,Other,3,,,,,,37.105,,C
0,10900,51990,76918,HomeImp,Other,0,0,1,180.82,0,12,29.555,1,B
0,10900,59029,76120,DebtCon,Other,2,0,0,231.73,0,10,36.026,1,C
0,10900,116030,125179,DebtCon,Self,6,0,0,177.09,0,19,33.849,2,B
0,10900,45028,61014,DebtCon,Other,10,0,0,72.49,0,23,35.668,3,C
1,10900,49352,56529,DebtCon,Other,7,0,1,78.83,2,23,36.175,2,C
0,11000,14046,34777,DebtCon,Other,5,0,0,256.63,0,11,22.448,2,A
0,11000,88252,112567,DebtCon,Other,11,0,0,224.72,2,15,39.527,3,C
0,11000,52602,61496,DebtCon,Other,13,0,0,107.34,0,22,37.699,3,C
1,11000,60513,110485,DebtCon,Mgr,3,1,1,126.77,1,17,40.031,,C
0,11000,76958,88607,DebtCon,ProfEx,9,0,0,175.41,0,12,39.217,3,C
0,11000,21738,86586,HomeImp,ProfEx,20,0,0,241.06,0,10,25.219,3,B
0,11000,77929,102942,HomeImp,ProfEx,8,0,0,173.83,0,34,33.898,3,B
0,11000,89275,108653,DebtCon,Other,15,0,0,206.9,2,15,37.743,3,C
0,11000,57554,68222,DebtCon,ProfEx,14,0,0,215.43,3,32,36.569,3,C
0,11000,21780,85505,HomeImp,ProfEx,19,0,0,240.68,0,10,24.404,3,B
0,11000,63314,69285,DebtCon,ProfEx,15,0,0,244.02,3,32,36.543,3,C
0,11000,48538,63805,DebtCon,Other,9,0,0,88.61,0,22,38.026,3,C
0,11000,50716,61492,DebtCon,Other,3,0,1,90.23,0,20,38.256,,C
1,11000,77517,86214,HomeImp,ProfEx,2,2,0,352.38,0,28,28.03,1,B
0,11000,56795,70014,DebtCon,Other,3,0,1,319.8,0,10,33.596,,B
1,11000,45000,63775,DebtCon,Other,14,0,0,173.17,0,18,44,3,M
1,11000,49000,66922,DebtCon,Other,11,0,2,91,3,32,44,3,M
0,11000,108095,137000,DebtCon,ProfEx,3,0,0,277,1,46,44,,M
0,11000,15129,29375,DebtCon,Office,6,0,1,102.43,0,17,44,2,M
0,11000,74596,98000,HomeImp,ProfEx,6,0,0,108.53,1,27,44,2,M
0,11000,85149,106820,HomeImp,Mgr,10,0,0,240.43,0,25,44,3,M
0,11000,102000,120000,DebtCon,,3,0,0,125.8,1,26,44,,M
0,11000,63847,86500,HomeImp,Office,26,0,0,170.43,2,14,44,3,M
1,11000,54100,70438,DebtCon,Self,2,3,1,115.6,1,25,44,1,M
1,11000,66400,81500,DebtCon,Other,9.5,0,0,215.07,0,65,44,3,M
1,11000,63975,235000,HomeImp,ProfEx,4,5,0,123.77,1,17,44,2,M
1,11000,53700,68000,DebtCon,Mgr,6,0,0,101.5,0,13,44,2,M
1,11000,62227,81250,DebtCon,Office,9,0,5,123.77,3,34,44,3,M
1,11000,41000,63450,HomeImp,Other,2.9,,,,,,44,,M
1,11000,122751,140000,DebtCon,Other,5,0,0,116.7,2,30,44,2,M
1,11000,85474,118125,HomeImp,Office,2.5,2,0,132.93,1,9,44,,M
0,11000,131949,165096,HomeImp,ProfEx,5,0,0,440.42,0,42,26.905,2,B
0,11000,116361,143318,DebtCon,ProfEx,15,,1,181.07,1,32,30.033,3,B
0,11000,54641,65705,DebtCon,Other,5,0,0,323.19,0,10,33.3,2,B
0,11000,85758,108661,HomeImp,Mgr,11,0,0,255.29,0,24,29.435,3,B
0,11000,60123,74887,HomeImp,Other,3,0,1,242.25,2,16,37.68,,C
0,11000,43614,60831,DebtCon,Other,3,0,2,84.44,0,20,36.674,,C
0,11000,83639,98081,DebtCon,Other,10,0,0,155.37,4,22,42.54,3,D
0,11000,50178,64427,DebtCon,Other,5,0,0,67.64,1,11,28.69,2,B
0,11000,77723,107245,HomeImp,ProfEx,5,0,0,115.56,0,26,26.912,2,B
0,11000,46093,60563,DebtCon,Mgr,4,0,0,190.48,1,21,29.578,2,B
1,11000,85008,73223,HomeImp,Mgr,7,0,2,197.12,0,23,41.441,2,D
0,11000,106762,123138,DebtCon,,2,0,0,131.01,0,25,32.804,1,B
0,11000,92521,110704,DebtCon,Other,13,0,0,208.9,2,16,39.25,3,C
1,11000,49000,68000,HomeImp,Other,2,2,3,9.1,3,15,44,1,M
0,11000,,56851,HomeImp,Other,10,0,0,308.44,2,13,31.076,3,B
0,11000,48893,113223,DebtCon,ProfEx,7,0,1,237.1,0,9,22.003,2,A
0,11100,47689,52910,HomeImp,Mgr,21,1,1,224.48,1,18,34.947,3,B
0,11100,59232,71157,DebtCon,Mgr,5,,,108.22,,24,40.092,2,C
0,11100,,50262,HomeImp,Mgr,5,,,175.76,,8,22.957,2,A
1,11100,52028,77316,HomeImp,Other,,0,2,194.48,1,12,30.798,1,B
0,11100,79226,88112,DebtCon,ProfEx,10,0,1,179.65,1,12,40.671,3,C
0,11100,72402,86584,DebtCon,Mgr,8,0,0,102.97,0,22,29.656,3,B
0,11100,17430,68499,DebtCon,ProfEx,20,0,2,403.97,1,12,21.759,3,A
1,11100,,26400,HomeImp,Other,8,0,0,,2,0,44,3,M
0,11100,82849,113913,HomeImp,ProfEx,10,0,1,167.36,0,27,35.763,3,C
0,11100,27861,47737,HomeImp,Other,8,0,0,89.49,0,4,34.051,3,B
0,11100,82329,100139,HomeImp,ProfEx,5,0,0,108.53,0,26,26.099,2,B
0,11100,80922,95105,DebtCon,Other,3,0,0,90.88,2,31,38.121,,C
0,11100,,67005,HomeImp,Other,,0,0,364.38,0,7,36.675,1,C
1,11100,68784,85464,,ProfEx,2,0,0,118,0,14,36.044,1,C
0,11100,52029,71376,HomeImp,Other,4,0,1,250.25,2,16,38.484,2,C
0,11100,61856,77275,HomeImp,Other,4,0,1,243.71,1,16,36.564,2,C
0,11100,105226,122901,DebtCon,,3,0,0,113.69,1,26,33.897,,B
0,11100,53232,86703,HomeImp,Other,16,0,0,183.21,0,29,26.875,3,B
1,11100,52900,91741,HomeImp,Other,,1,1,93.11,,8,40.761,1,C
0,11100,75392,89976,DebtCon,ProfEx,9,0,0,163.7,1,12,39.272,3,C
0,11100,31999,61406,,Other,31,0,0,239.05,0,19,20.961,3,A
0,11100,,,,,,,,,,,26.232,1,B
0,11100,54496,71895,HomeImp,Other,6,0,0,125.77,0,16,35.507,2,C
0,11100,56999,67427,HomeImp,Other,8,0,0,139.51,0,16,35.892,3,C
0,11100,67366,102936,DebtCon,Other,9,0,0,213.28,0,20,19.079,3,A
0,11100,35782,45550,HomeImp,Other,8,0,0,109.28,0,3,36.16,3,C
0,11100,148235,182053,HomeImp,Office,4,0,0,198.81,0,55,33.539,2,B
0,11100,48031,107561,DebtCon,ProfEx,5,0,1,226.78,0,9,24.19,2,B
0,11100,43167,60209,DebtCon,Other,3,0,1,80.37,0,20,37.491,,C
0,11100,50350,58837,DebtCon,Other,6,0,0,80.84,0,10,28.793,2,B
0,11200,32562,47220,DebtCon,Other,8,,1,151.29,7,29,38.019,3,C
0,11200,66868,107794,DebtCon,Office,10,0,0,152.93,1,12,39.641,3,C
0,11200,93649,113833,DebtCon,Other,13,0,0,205.12,3,16,39.126,3,C
0,11200,29348,87351,HomeImp,ProfEx,20,0,0,224.39,0,11,26.13,3,B
0,11200,44966,55114,DebtCon,Office,1,0,0,173.96,1,21,37.457,1,C
0,11200,23181,80140,HomeImp,ProfEx,21,0,0,221.42,0,10,25.463,3,B
0,11200,68890,84059,DebtCon,Office,12,0,0,254.02,3,36,41.434,3,D
0,11200,17411,86102,DebtCon,Other,10,0,0,267.97,0,13,22.089,3,A
1,11200,114000,139200,DebtCon,Mgr,5,0,0,213.57,1,36,44,2,M
0,11200,56842,66710,HomeImp,Other,6,0,0,144.8,0,17,33.886,2,B
1,11200,56877,65125,HomeImp,Other,6,2,0,12.18,0,1,33.241,2,B
0,11200,62752,73003,DebtCon,ProfEx,13,0,0,226.57,3,31,38.34,3,C
0,11200,65508,103523,DebtCon,Office,12,0,0,154.43,0,12,37.575,3,C
0,11200,153103,181849,HomeImp,Office,6,0,0,186.25,0,55,33.996,2,B
1,11200,68990,81922,DebtCon,Mgr,12,0,1,120.89,2,23,43.16,3,E
0,11200,,48150,HomeImp,Mgr,3,,,165.77,,9,22.302,,A
0,11200,19496,73140,DebtCon,ProfEx,20,0,1,399.24,1,12,23.375,3,A
0,11300,57377,75038,DebtCon,Office,4,0,0,91.22,1,15,25.14,2,B
0,11300,124205,196124,HomeImp,Office,0,0,1,332.72,0,15,40.12,1,C
0,11300,64437,79857,DebtCon,Office,5,0,0,88.79,2,14,27.899,2,B
0,11300,61810,79817,DebtCon,Office,6,0,0,98.22,1,14,25.525,2,B
0,11300,,66345,HomeImp,Other,,0,0,357.14,0,6,34.602,1,B
0,11300,62168,80681,DebtCon,Sales,6,0,0,117.38,0,34,27.695,2,B
0,11300,56651,71353,HomeImp,Other,29,1,2,176.91,1,24,38.544,3,C
0,11300,46120,52911,HomeImp,Mgr,19,0,0,229.44,1,17,36.335,3,C
0,11300,77926,89216,DebtCon,Mgr,6,0,0,146.81,2,26,39.467,2,C
0,11300,129489,195105,HomeImp,Office,0,0,1,356.31,0,16,41.634,1,D
0,11300,54984,63958,DebtCon,Mgr,4,0,0,190.92,1,16,28.087,2,B
0,11300,40752,53683,HomeImp,Other,22,0,1,129.76,0,23,38.426,3,C
0,11300,,28600,HomeImp,Office,20,0,0,190.03,0,15,39.009,3,C
1,11300,29000,59900,HomeImp,Mgr,3,1,0,91.63,4,11,44,,M
1,11300,56602,71500,DebtCon,Office,11,2,1,52.8,12,20,44,3,M
0,11300,66814,82021,DebtCon,Office,4,2,3,173.71,3,29,38.557,2,C
0,11300,16115,69113,DebtCon,ProfEx,22,0,2,403.51,0,12,22.168,3,A
0,11300,77846,101984,HomeImp,ProfEx,5,0,0,112.38,1,27,28.299,2,B
0,11300,114392,214523,HomeImp,ProfEx,2,0,0,132.1,1,15,26.252,1,B
1,11300,62568,79009,HomeImp,Office,4,0,3,295.33,0,19,28.6,2,B
1,11300,,,HomeImp,Other,,,,,,,44,1,M
0,11300,78902,100332,DebtCon,ProfEx,4,0,0,117,0,26,34.683,2,B
0,11300,,73121,,,,,,,,,22.577,1,A
0,11300,74783,100909,HomeImp,ProfEx,5,0,0,85.66,0,34,35.948,2,C
0,11400,,29374,HomeImp,Office,20,0,0,207.93,1,15,38.955,3,C
0,11400,,38246,HomeImp,Other,,,0,88.89,0,10,37.658,1,C
0,11400,75705,90727,DebtCon,Mgr,5,0,0,143.1,2,27,42.17,2,D
0,11400,66491,89553,DebtCon,,4,0,0,212.78,0,16,31.12,2,B
0,11400,55965,78051,DebtCon,Office,6,0,0,96.29,2,14,27.173,2,B
0,11400,59813,72873,DebtCon,ProfEx,13,0,0,234.33,4,31,39.351,3,C
0,11400,125486,195284,HomeImp,Office,0,0,0,354.29,0,15,38.143,1,C
0,11400,43530,56600,HomeImp,Other,21,0,0,114.98,0,23,39.482,3,C
0,11400,56789,74016,HomeImp,Other,7,0,0,127.63,0,16,33.027,2,B
0,11400,51203,60716,DebtCon,Other,2,0,0,99.1,0,20,38.235,1,C
0,11400,,44849,HomeImp,Mgr,6,,,163.27,,9,23.481,2,A
0,11400,,27439,HomeImp,,27,0,0,208.18,0,5,23.83,3,A
0,11400,28043,87684,HomeImp,ProfEx,20,1,1,229.18,0,10,25.49,3,B
0,11400,84380,202186,HomeImp,Self,13,0,0,34.91,,7,18.84,3,A
0,11400,112930,144830,DebtCon,ProfEx,2,0,0,271.24,1,46,33.251,1,B
0,11400,84278,200480,HomeImp,Self,14,0,0,4.41,,8,19.112,3,A
0,11400,64934,74875,DebtCon,Other,3,0,0,192.31,2,16,34.344,,B
0,11400,50166,61395,DebtCon,Other,1,0,0,188.89,1,12,26.95,1,B
0,11400,52068,80643,HomeImp,Other,2,0,2,199.09,0,13,29.462,1,B
0,11500,56720,82738,HomeImp,Other,17,0,0,200.42,0,16,34.02,3,B
0,11500,104790,122169,,Office,16,1,0,266.12,0,16,34.082,3,B
0,11500,53651,87547,HomeImp,Other,18,0,0,191.4,0,16,34.369,3,B
0,11500,116430,215014,HomeImp,ProfEx,3,0,0,132.09,0,14,26.865,,B
0,11500,43945,63337,DebtCon,Mgr,2,0,1,193.74,0,21,27.623,1,B
0,11500,53151,71645,HomeImp,Other,7,0,0,135.8,0,16,35.852,2,C
0,11500,70409,89099,DebtCon,ProfEx,9,0,0,169.4,0,11,40.174,3,C
0,11500,61264,75647,DebtCon,Office,11,0,0,262.89,3,36,39.548,3,C
0,11500,44097,58336,DebtCon,Office,0,0,0,173.32,0,20,38.192,1,C
0,11500,77143,86862,DebtCon,ProfEx,8,0,1,164.6,1,12,39.45,3,C
1,11500,21096,38952,DebtCon,Office,13,0,0,129.7,0,5,44,3,M
1,11500,47597.57,75937.5,DebtCon,Other,13.5,0,0,89.4,0,7,44,3,M
1,11500,67000,83000,DebtCon,ProfEx,4,,,,,,44,2,M
1,11500,62000,83000,DebtCon,,0,5,1,177.57,2,34,44,1,M
0,11500,64371,73636,DebtCon,ProfEx,2,0,0,162.12,1,35,39.791,1,C
0,11500,63136,81099,DebtCon,Other,3,,,149.06,,35,28.976,,B
0,11500,29281,37717,HomeImp,Mgr,15,0,0,61.92,0,9,30.702,3,B
0,11500,104610,118861,DebtCon,Other,18,0,1,203.7,1,16,37.597,3,C
0,11500,,64037,HomeImp,Other,,0,0,354.17,0,7,34.356,1,B
0,11500,59781,69864,DebtCon,Other,4,0,1,312.55,0,9,31.182,2,B
0,11500,22758,36922,DebtCon,Office,7,0,1,103.05,0,16,19.02,2,A
0,11600,82326,94599,DebtCon,Other,0,4,0,,0,3,29.894,1,B
0,11600,64143,78851,DebtCon,Office,6,0,3,201.37,3,29,35.796,2,C
0,11600,92613,108515,DebtCon,Other,11,0,0,206.82,3,16,39.111,3,C
1,11600,44623,,HomeImp,ProfEx,13,6,2,178.09,0,29,21.335,3,A
1,11600,57939,69774,DebtCon,Mgr,5,0,0,91.99,0,12,72.264,2,E
0,11600,50433,107092,DebtCon,ProfEx,5,0,1,225.18,0,9,24.953,2,B
0,11600,89205,128462,DebtCon,Office,10,0,0,128.12,0,21,37.523,3,C
0,11600,22635,33353,DebtCon,Office,6,0,0,85.57,0,16,19.224,2,A
0,11600,35865,50000,DebtCon,Other,,0,0,78.13,0,15,44,1,M
1,11600,57200,72500,DebtCon,Other,5,0,0,34.47,4,15,44,2,M
1,11600,45917,60000,DebtCon,Other,10,0,1,304.37,3,27,44,3,M
